/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
Empl3-PlasmiteFlamerHvy			_("Heavy Plasmite Flamer Emplacement")

Empl-Laser-AA				_("Stormbringer AA Site")
Empl3-Laser-AA2				_("Tempest AA Site")

Empl-MG-AALgt				_("Tornado AA Site")
Empl-MG-AA					_("Hurricane AA Site")
Empl2-MG-AA2Lgt				_("Cyclone AA Site")
Empl2-MG-AA2				_("Whirlwind AA Site")
Empl3-Railgun-GattlingAALgt		_("Dust Devil AA Site")
Empl3-Railgun-GattlingAA		_("Sandstorm AA Site")
Empl4-Railgun-GattlingAA		_("Sandstorm AA Site")

Empl3-Railgun-Flak			_("Gauss Flak Cannon Emplacement")

Empl2-Rocket-SAM				_("Solar Flare SAM Site")
Empl2-Rocket-SAMHvy			_("Sunstorm SAM Site")
Empl3-Rocket-Cherub			_("Cherub AA Battery")
Empl-Rocket-MRLHvy			_("Heavy Mini-Rocket Battery")
Empl2-Rocket-TopAttack			_("Rocket Assault Battery")
Empl2-Rocket-TopAttackHvy		_("Heavy Rocket Assault Battery")
Empl3-Rocket-SeraphHvy			_("Heavy Seraph Missile Battery")
Empl2-Rocket-TopAtkInc			_("Incendiary Rocket Battery")
Empl2-Rocket-TopAtkIncHvy		_("Heavy Incendiary Rocket Battery")
Empl3-Rocket-TopAtkPlas			_("Ifrit Missile Battery")
Empl3-Rocket-TopAtkPlasHvy		_("Heavy Ifrit Missile Battery")
Empl4-Rocket-LasProp-AT			_("Ballista Artillery Site")
Empl4-Rocket-LasProp-AP			_("Apollo Artillery Site")
Empl4-Rocket-LasProp-Plas		_("Sunrider Artillery Site")

Empl3-TBM-FuelAir				_("Harbinger TBM Site")
Empl3-TBM-Earthquake			_("Hellshaker TBM Site")
Empl3-TBM-Plasmite			_("Armageddon TBM Site")
Empl3-TBM-Precision			_("Oblivion TBM Site")

//Towers

Tower-Cannon-Lgt				_("Light Cannon Tower")
Tower-Cannon-Med				_("Medium Cannon Tower")
Tower-Cannon-Aslt				_("Assault Cannon Tower")
Tower2-Cannon-HPVLgt			_("Light HPV Cannon Tower")
Tower2-Cannon-HPVAslt			_("HPV Assault Cannon Tower")
Tower2-Cannon-Shotgun			_("Blunderbuss Tower")

Tower2-EMP-Cannon				_("EMP Tower")

Tower2-Laser-AP1				_("Light Laser Tower")
Tower2-Laser-AT1				_("Laser Cannon Tower")
Tower3-Laser-AP3				_("Flashlight Laser Tower")
Tower3-Laser-AT3				_("Pulse Laser Cannon Tower")

Tower-MG-AntiTank				_("Vulcan Tower")
Tower2-MG-AntiTank2			_("Punisher Tower")
Tower-MG3Inc				_("Incendiary MG Tower")
Tower3-MG4Inc				_("Hellspitter MG Tower")
Tower3-Railgun-Gattling			_("Leadsprayer Tower")
Tower3-Railgun-GattlingInc		_("Hellsprayer Tower")
Tower3-Railgun-GattlingTwin		_("Twin Leadsprayer Tower")
Tower3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Tower")
Tower3-MG-AntiTankGss			_("Hellfury Tower")
Tower4-Railgun-Gattling			_("Leadsprayer Tower")
Tower4-Railgun-GattlingInc		_("Hellsprayer Tower")

Tower3-Railgun-Med			_("Railgun Tower")
Tower3-Railgun-Aslt			_("Assault Needlegun Tower")
Tower3-Railgun-Shotgun			_("Scattershot Tower")

Tower2-Rocket-AT2				_("Tank Killer Tower")
Tower2-Rocket-Pod2			_("Rocket Assault Pod Tower")
Tower3-Rocket-Pod3			_("Erinyes Missile Pod Tower")

//Hardpoints

WallTower-Cannon-TwinAslt		_("Twin Assault Cannon Hardpoint")
WallTower2-Cannon-HPVLgt		_("Light HPV Cannon Hardpoint")
WallTower2-Cannon-HPVHvy		_("Heavy HPV Cannon Hardpoint")
WallTower2-Cannon-HPVAslt		_("HPV Assault Cannon Hardpoint")
WallTower2-Cannon-HPVTwinAslt		_("Twin HPV Assault Cannon Hardpoint")
WallTower2-Cannon-Shotgun		_("Blunderbuss Hardpoint")
WallTower2-Cannon-Gattling		_("Ripper Cannon Hardpoint")
WallTower3-Cannon-HPVGattling		_("Shredder Cannon Hardpoint")
WallTower3-Cannon-Ramjet		_("Jet-Assisted Cannon Hardpoint")
WallTower2-Cannon-Inc			_("Incendiary Cannon Hardpoint")
WallTower3-Cannon-Plas			_("Thermite Cannon Hardpoint")

WallTower4-Flamer-PlasmaCannon	_("Plasma Cannon Hardpoint")

WallTower2-Laser-AP1			_("Light Laser Hardpoint")
WallTower2-Laser-AT1			_("Laser Cannon Hardpoint")
WallTower2-Laser-AP2			_("Heavy Laser Hardpoint")
WallTower2-Laser-AT2			_("Heavy Laser Cannon Hardpoint")
WallTower3-Laser-AP3			_("Flashlight Laser Hardpoint")
WallTower3-Laser-AT3			_("Pulse Laser Cannon Hardpoint")
WallTower3-Laser-AP4			_("Hyperion Laser Hardpoint")
WallTower3-Laser-AT4			_("Heavy Pulse Laser Cannon Hardpoint")
WallTower-Laser-AA			_("Stormbringer AA Hardpoint")
WallTower3-Laser-AA2			_("Tempest AA Hardpoint")
WallTower4-Laser-Plasma			_("Plasma Laser Hardpoint")

WallTower-MG3Twin				_("Twin Heavy MG Hardpoint")
WallTower-MG-AntiTank			_("Vulcan Hardpoint")
WallTower-MG-AntiTankTwin		_("Twin Vulcan Hardpoint")
WallTower2-MG-AntiTank2			_("Punisher Hardpoint")
WallTower2-MG-AntiTank2Twin		_("Twin Punisher Hardpoint")
WallTower-MG-AALgt			_("Tornado AA Hardpoint")
WallTower-MG-AA				_("Hurricane AA Hardpoint")
WallTower2-MG-AA2Lgt			_("Cyclone AA Hardpoint")
WallTower2-MG-AA2				_("Whirlwind AA Hardpoint")
WallTower-MG3Inc				_("Incendiary MG Hardpoint")
WallTower-MG3IncTwin			_("Twin Incendiary MG Hardpoint")
WallTower3-MG4Inc				_("Hellspitter MG Hardpoint")
WallTower3-MG4IncTwin			_("Twin Hellspitter MG Hardpoint")
WallTower3-Railgun-Gattling		_("Leadsprayer Hardpoint")
WallTower3-Railgun-GattlingInc	_("Hellsprayer Hardpoint")
WallTower3-Railgun-GattlingTwin	_("Twin Leadsprayer Hardpoint")
WallTower3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Hardpoint")
WallTower3-Railgun-GattlingAALgt	_("Dust Devil AA Hardpoint")
WallTower3-Railgun-GattlingAA		_("Sandstorm AA Hardpoint")
WallTower3-MG-AntiTankGss		_("Hellfury Hardpoint")
WallTower3-MG-AntiTankGssTwin		_("Twin Hellfury Hardpoint")
WallTower4-Railgun-Gattling		_("Leadsprayer Hardpoint")
WallTower4-Railgun-GattlingInc	_("Hellsprayer Hardpoint")
WallTower4-Railgun-GattlingAA		_("Sandstorm Hardpoint")

WallTower-Railgun-Proto			_("Hardcrete Proto-Railgun Hardpoint")
WallTower2-Railgun-Proto		_("Supercrete Proto-Railgun Hardpoint")
WallTower3-Railgun-Lgt			_("Needlegun Hardpoint")
WallTower3-Railgun-Aslt			_("Assault Needlegun Hardpoint")
WallTower3-Railgun-TwinAslt		_("Twin Assault Needlegun Hardpoint")
WallTower3-Railgun-Shotgun		_("Scattershot Hardpoint")
WallTower3-Railgun-Flak			_("Gauss Flak Cannon Hardpoint")
WallTower4-Railgun-GattlingAT		_("Eviscerator Hardpoint")

WallTower-Rocket-ATHvy			_("Heavy Lancer Hardpoint")
WallTower2-Rocket-AT2Hvy		_("Heavy Tank Killer Hardpoint")
WallTower3-Rocket-AT3Hvy		_("Heavy Scourge Hardpoint")
WallTower2-Rocket-SAM			_("Solar Flare SAM Hardpoint")
WallTower2-Rocket-SAMHvy		_("Sunstorm SAM Hardpoint")
WallTower-Rocket-Pod			_("Mini-Rocket Pod Hardpoint")
WallTower2-Rocket-Pod2			_("Rocket Assault Pod Hardpoint")
WallTower3-Rocket-Pod3			_("Erinyes Hardpoint")
WallTower-Rocket-PodTwin		_("Twin Minipod Hardpoint")
WallTower2-Rocket-Pod2Twin		_("Twin Assault Pod Hardpoint")
WallTower3-Rocket-Pod3Twin		_("Twin Erinyes Hardpoint")
WallTower-Rocket-PodQuad		_("Quad Minipod Hardpoint")
WallTower2-Rocket-Pod2Quad		_("Quad Assault Pod Hardpoint")
WallTower3-Rocket-Pod3Quad		_("Quad Erinyes Hardpoint")
WallTower4-Rocket-Pod3Quad		_("Plasteel Quad Erinyes Hardpoint")
WallTower-Rocket-Sunburst		_("Sunburst Hardpoint")
WallTower3-Rocket-Cherub		_("Cherub Hardpoint")
WallTower4-Rocket-Gattling		_("Rocketstorm Hardpoint")

WallTower3-SpyTurretNEXUS		_("NEXUS Link Hardpoint")

//Firebases and Fortresses

Super-Mortar-Empl				_("Mortar Firebase")
Super-MortarPlas-Empl			_("Plasmite Mortar Firebase")
Super-MortarRamjet-Empl			_("Sureshot Mortar Firebase")
Super-MortarGauss-Empl			_("Gauss Mortar Firebase")
Super-MortarGaussPlas-Empl		_("Gauss Plasmite Mortar Firebase")
Super-MortarGaussRamjet-Empl		_("Longshot Mortar Firebase")
Super-Howitzer-Empl			_("Howitzer Firebase")
Super-HowitzerPlas-Empl			_("Plasmite Howitzer Firebase")
Super-HowitzerRamjet-Empl		_("Sureshot Howitzer Firebase")
Super-HowitzerGauss-Empl		_("Gauss Howitzer Firebase")
Super-HowitzerGaussPlas-Empl		_("Gauss Plasmite Howitzer Firebase")
Super-HowitzerGaussRamjet-Empl	_("Longshot Howitzer Firebase")
Super-RotCannon-Fort			_("Autocannon Fortress")
Super-PlasCannon-Fort			_("Thermite Cannon Fortress")
Super-FlamerPlasma-Fort			_("Plasma Cannon Fortress")
Super-Laser-Fort				_("Laser Fortress")
Super-Laser2-Fort				_("Advanced Laser Fortress")
Super-LaserPlasma-Fort			_("Plasma Laser Fortress")
Super-MG-Fort				_("Gattling Fortress")
Super-MGPlas-Fort				_("Hellspitter Fortress")
Super-RailgunGattling-Fort		_("Leadsprayer Fortress")
Super-RailgunGattlingPlas-Fort	_("Hellsprayer Fortress")
Super-RailgunGattling-Fort2		_("Leadsprayer Fortress")
Super-RailgunGattlingPlas-Fort2	_("Hellsprayer Fortress")
Super-Railgun-Fort			_("Gauss Autocannon Fortress")
Super-MissileArray-Empl			_("Missile Array Firebase")
Super-MissileArrayPlas-Empl		_("Plasmite Missile Array Firebase")
Super-EMP-Fort				_("EMP Fortress")
Super-NEXUS-Fort				_("NEXUS Link Fortress")
A0LasSatEMPCommand			_("EMP Satellite Command Post")

//Features

ObstructiveRocks				"*Obstructive Rocks*"
PalmTree1					"*Palm Tree*"
PalmTree2					"*Palm Tree*"
PalmTree3					"*Palm Tree*"
Crystal1					"*Crystal*"
Crystal2					"*Crystal*"
Crystal3					"*Crystal*"

//Unit Templates

//Added by Goth for Campaign 4
P0Cam4RetribSpyTurret01Wheels		_("NEXUSLink Retribution Wheels")
P0Cam4CobraCommandWheels			_("Mobile Command Center Cobra Halftracks")
P0Cam4PythonGaussTracks			_("Railgun Cobra Halftracks")
P0Cam4PythonHvLaserTracks			_("Pulse Laser Cobra Halftracks")
P0Cam4Cyb-Hvy-RailGunner		_("Super Railgunner")
P0Cam4GibbsPythonTwinAssltHT		_("Tac. Sgt. Gibbs' Twin Assault Laser Python Halftracks")
P0Cam4WilkesPythonTwinAcannonHT		_("Sgt. Wilkes' Twin Assault Cannon Python Halftracks")
P0Cam4Cyb-Jenks-PulseLsr			_("Tac. Sgt. Jenks' Twin Assault Laser Python Halftracks")
P0Cam4Cyb-Mechanic		_("Cyborg Repair Unit")
P0Cam4CyborgRotMgGround		_("Cyborg Assault Gunner")
P0Cam4ViperRotMgWheels		_("Assault Gun Cobra Halftracks")
P0Cam4ViperRailWheels		_("Railgun Cobra Halftracks")
P0Cam4CyborgRail1Ground		_("Cyborg Needle Gunner")
P7Cam4BabaFlashlight		_("NEXUS-Controlled Scavenger")
P0Cam4SuperTransport			_("Super Transport")
P0Cam4TransportBody		_("Transporter Body")
P0Cam4FakeHQ			_("Repurposed_Scavenger_Sensor")
P0Cam4ProjectAssaultTrooper		_("Project Assault Gun Trooper")
P0Cam4ProjectPulseTrooper		_("Project Pulse Laser Trooper")
P0Cam4ProjectATMissileTrooper		_("Project Attack Missile Trooper")
P0Cam4ProjectMedic		_("Project Medic")
P0Cam4ProjectCommander	_("Project Commander")
P0Cam4ProjectGibbs		_("Tactical Sergeant Gibbs (and his Shoulder-Mounted Needle Gun!)")
P0Cam4PythonAsstLasTracks			_("Assault Laser Python Tracks")
P0Cam4PythonTwinAsstLasTracks		_("Twin Assault Laser Python Tracks")
P0Cam4NXVengWSS		_("Wide Spectrum Sensor Vengeance Half-Tracks")

//Shadow Wolf TJC's templates

Cont-BugLgtCanHalfTracks		_("Light Cannon Bug Half-Tracks")
Cont-BugMG3HalfTracks			_("Heavy Machinegun Bug Half-Tracks")
Cont-BugMinipodHalfTracks		_("Mini-Rocket Pod Bug Half-Tracks")
Cont-BugConstWheels			_("Truck Bug Wheels")
Cont-BugConstHover			_("Truck Bug Hover")
Cont-BugSensorHalfTracks		_("Sensor Turret Bug Half-Tracks")
Cont-BugConstHvy1Hover			_("Heavy Truck Bug Hover")
Cont-BugConstHvy2Hover			_("Heavy Truck II Bug Hover")
Cont-BugConstHvy3Hover			_("Heavy Truck III Bug Hover")
Cont-BugConstHvy4Hover			_("Heavy Truck IV Bug Hover")
Cont-PythonConstHvy1Tracks		_("Heavy Truck Python Tracks")
Cont-TigerConstHvy2Tracks		_("Heavy Truck II Tiger Tracks")
Cont-ClayConstHvy3Tracks		_("Heavy Truck III Claymore Tracks")
Cont-WyvernConstHvy4Tracks		_("Heavy Truck IV Wyvern Tracks")
Cont-MantisConstHvy1Hover		_("Heavy Truck Mantis Hover")
Cont-EagleConstHvy2Hover		_("Heavy Truck II Eagle Hover")
Cont-VengConstHvy3Hover			_("Heavy Truck III Vengeance Hover")
Cont-PythonConstHvy1Hover		_("Heavy Truck Python Hover")
Cont-TigerConstHvy2Hover		_("Heavy Truck II Tiger Hover")
Cont-ClayConstHvy3Hover			_("Heavy Truck III Claymore Hover")
Cont-WyvernConstHvy4Hover		_("Heavy Truck IV Wyvern Hover")
Cont-CobraAsltCanTracks			_("Assault Cannon Cobra Tracks")
Cont-PythonTwinAsltCanTracks		_("Twin Assault Cannon Python Tracks")
Cont-CobraMGATTracks			_("Vulcan Gattling Gun Cobra Tracks")
Cont-MantisSensorHvyHover		_("Heavy Sensor Turret Mantis Hover")
Cont-PythonSensorHvyTracks		_("Heavy Sensor Turret Python Tracks")
Cont-PythonSensorHvyHover		_("Heavy Sensor Turret Python Hover")
Cont-BugMedCanTracks			_("Medium Cannon Bug Tracks")
Cont-BugAsltCanTracks			_("Assault Cannon Bug Tracks")
Cont-BugMGATTracks			_("Vulcan Gattling Gun Bug Tracks")
Cont-ScorpHvyCanTracks			_("Heavy Cannon Scorpion Tracks")
Cont-ScorpTwinAsltCanTracks		_("Twin Assault Cannon Scorpion Tracks")
Cont-CobraHvyCanTDTracls		_("Fixed-Mounted Heavy Cannon Cobra Tracks")
Cont-PythonHvyCanTDHalfTracks		_("Fixed-Mounted Heavy Cannon Python Half-Tracks")
Cont-BugHvyCanTDTracks			_("Fixed-Mounted Heavy Cannon Bug Tracks")
Cont-MantisRailProtoTracks		_("Proto-Railgun Mantis Tracks")
Cont-PythonRailProtoTDTracks		_("Fixed-Mounted Proto-Railgun Python Tracks")
Cont-MantisRailProtoTDHover		_("Fixed-Mounted Proto-Railgun Mantis Hover")
Cont-ScorpRailProtoTDTracks		_("Fixed-Mounted Proto-Railgun Scorpion Tracks")
Cont-BugRailProtoTDHover		_("Fixed-Mounted Proto-Railgun Bug Hover")
Cont-BugFlamerWheels			_("Flamer Bug Wheels")
Cont-BugFlamerHover			_("Flamer Bug Hover")
Cont-BugTwinMinipodTracks		_("Twin Mini-Rocket Pod Bug Tracks")
Cont-CobraTwinMinipodTracks		_("Twin Mini-Rocket Pod Cobra Tracks")
Cont-BugMRATracks				_("Mini-Rocket Array Bug Tracks")
Cont-ScorpMRAWheels			_("Mini-Rocket Array Scorpion Wheels")
Cont-ScorpMRAHover			_("Mini-Rocket Array Scorpion Hover")
Cont-BugMortarTracks			_("Mortar Bug Tracks")
Cont-ScorpMortarWheels			_("Mortar Scorpion Wheels")
Cont-ScorpMortarHover			_("Mortar Scorpion Hover")
Cont-BugLaser1APHover			_("Light Laser Bug Hover")
Cont-BugLaser1ATHover			_("Laser Cannon Bug Hover")
Cont-FalconLaser1APHover		_("Light Laser Falcon Hover")
Cont-FalconLaser1ATHover		_("Laser Cannon Falcon Hover")
ScavChopper1			_("Scavenger MG Chopper")
ScavChopper2			_("Scavenger Rocket Pod Chopper")
ScavHeavyChopper		_("Heavy Scavenger Rocket Pod Chopper")

// New scav stuff by Berg
ScavHQ			_("Scavenger HQ")
ScavLab		_("Scavenger Research Lab")
A0BaBaGunTower2		_("Scavenger Sandbag Corner Gun")
A0BaBaGunTower2END		_("Scavenger Sandbag End Gun")
A0CannonTowerWood		_("Scavenger Cannon Tower 2")
A0BaBaGunTower2HP		_("Scavenger Sandbag Hardpoint")
A0BaBaHorizWall2		_("Scavenger Sandbag Wall")
A0BaBaWall2L		_("Scavenger Sandbag Wall")
A0BaBaWall2T		_("Scavenger Sandbag Wall")
A0BaBaWall2X			_("Scavenger Sandbag Wall")
A0BaBaWoodHP		_("Scavenger Wood Hardpoint")

// Research paths
R-Path-Machineguns	_("Machineguns Research Path")
R-Path-Energy	_("Energy Weapons Research Path")
R-Path-Railguns	_("Railguns Research Path")
R-Path-Rockets	_("Rockets and Missiles Research Path")
R-Path-Mortars	_("Mortars and Artillery Research Path")
R-Path-Flamers	_("Flamers Research Path")
R-Path-Cannons	_("Cannons Research Path")

// More features by Goth
NXSatController		_("Synaptic Override Station")

// WZ Scavenger "mini" mod
MiniLightFactory         _("Light Factory")
MiniPowerGenerator       _("Power Generator")
MiniAdvancedLaboratory   _("Advanced Laboratory")
MiniHeavyFactory         _("Heavy Factory")
MiniLaboratory           _("Laboratory")
MiniChopperFactory       _("Chopper Factory")
MiniRepairFacility       _("Repair Facility")
MiniRearmPad             _("Rearming Pad")

MiniExcavatorArm         _("Excavator Arm")
MiniExcavatorBody        _("Excavator Body")
MiniExcavator            _("FL-13 Excavator")

MiniMG                   _("Machinegun")
MiniMGVTOL               _("Chopper Machinegun")
MiniTrikeBody            _("Trike Body")
MiniTrike                _("Pk-100 Trike")
MiniJeepBody             _("Jeep Body")
MiniJeep                 _("Pk-105 Jeep")
MiniMGBunker             _("Machinegun Bunker")
MiniZenith               _("Zenith")
MiniZenithTower          _("My-1 Zenith AA Tower")
MiniMGChopperBody        _("Gun Chopper Body")
MiniMGChopper            _("BP-200 Gun Chopper")

MiniCannon               _("Cannon")
MiniCamperBody           _("Camper Body")
MiniCamper               _("B-155 Camper")
MiniSchoolBusBody        _("School Bus Body")
MiniSchoolBus            _("Pk-210 School Bus")
MiniCannonTower          _("Cannon Tower")

MiniFlamer               _("Flamer")
MiniTractorBody          _("Tractor Body")
MiniTractor              _("B-100 Tractor")
MiniIcevanBody           _("Icecream Van Body")
MiniIcevan               _("B-150 Icecream Van")
MiniFlamerTower          _("Flamer Tower")

MiniLancer               _("Lancer")
MiniMRA                  _("Mini-Rocket Array")
MiniPod                  _("Mini-Rocket Pod")
MiniPodVTOL              _("Chopper Mini-Rocket Pod")
MiniBuggyBody            _("Buggy Body")
MiniBuggy                _("Pk-110 Buggy")
MiniFiretruckBody        _("Firetruck Body")
MiniFiretruck            _("Pk-205 Firetruck")
MiniHeavyTruckBody       _("Heavy Truck Body")
MiniHeavyTruck           _("B-300 Heavy Truck")
MiniChinookBody          _("Chinook Body")
MiniChinook              _("B-410 Chinook")
MiniPoliceChopperBody    _("Police Chopper Body")
MiniPoliceChopper        _("B-205 Police Chopper")
MiniLancerPit            _("Lancer Rocket Pit")
MiniRocketPit            _("Mini-Rocket Pod Pit")

MiniMortar               _("Mortar")
MiniMortarPit            _("Mortar Pit")

// New reward templates added by Goth for Cam 4
P0Cam4REWGSPLMor		_("Experimental - Rotary Gauss/Plasmite Mortar Python Halftracks")
P0Cam4REWTAALas			_("Experimental - Tempest AA Laser Python Halftracks")
P0Cam4REWPlasTKDCan		_("Experimental - Plasmite Tank Destroyer Cannon Python Halftracks")

// New research topics for Cam 4
R-REW-Sys-Autorepair-General		_("**DUMMY Autorepair**")
R-REW-Sys-Autorepair-Upgrade01		_("**DUMMY Autorepair2**")
R-REW-Sys-Autorepair-Upgrade02		_("**DUMMY Autorepair3**")
R-PATH-Wpn-MG		_("Machineguns Weapon Path | Damage: Medium | Rate of Fire: Very High | Range: Medium | Preferred Targets: Cyborgs and Vehicles")
R-PATH-Wpn-Flame		_("Flamers Weapon Path | Damage: Very High | Rate of Fire: Slow | Range: Short | Preferred Targets: Vehicles and Bunkers")
R-PATH-Wpn-Cannon		_("Cannons Weapon Path | Damage: Very High | Rate of Fire: Medium | Range: Medium | Preferred Targets: Structures")
R-PATH-Wpn-Rocket		_("Rockets and Missiles Weapon Path | Damage: Medium | Rate of Fire: Medium | Range: Long | Preferred Targets: All")
R-PATH-Wpn-Mortar		_("Mortars Weapon Path | Damage: Very High | Rate of Fire: Slow | Range: Very Long | Preferred Targets: Vehicles and Cyborgs")
R-PATH-Wpn-Energy		_("Lasers and Energy Weapons Path | Damage: High | Rate of Fire: Medium | Range: Medium | Preferred Targets: Vehicles and Towers")
R-PATH-Wpn-Railgun		_("Railguns Weapon Path | Damage: Very High | Rate of Fire: Slow | Range: Medium | Preferred Targets: Structures")
R-PATH-Wpn-Arty		_("Artillery Weapon Path | Damage: Very High | Rate of Fire: Slow | Range: Very Long | Preferred Targets: Structures")
R-PATH-Wpn-Hybrids	_("** NOT USED - Hybrid Weapons **")
R-PATH-Wpn-AA	_("Anti-Aircraft Weapons (Optional)")
R-Wpn-Laser-AsltLsr		_("Assault Laser")
R-Wpn-Laser-AsltLsrTwin		_("Twin Assault Laser")
R-Defense-WallTower4-Laser-AsltLsr		_("Assault Laser Hardpoint")
R-Defense-WallTower4-Laser-AsltLsrTwin		_("Twin Assault Laser Hardpoint")

// New weapons for Cam 4
P0Cam4WeapAsstLas			_("Assault Laser")
WallTower-AssaultLaser			_("Assault Laser Hardpoint")
WallTower-TwinAssaultLaser			_("Twin Assault Laser Hardpoint")
P0Cam4WeapAsstLasTwin			_("Twin Assault Laser")
P0Cam4WeapAsstLasVTOL			_("VTOL Assault Laser")

// New Hero Bodies - Campaign 4
Body11HERO		_("Python II")
Body7ABTHERO		_("Retribution II")
